cnpj;razao_social;numero_nota;data_emissao;codigo_item;descricao_item;quantidade;valor_unitario;imposto_item
97.852.103/0001-11;Martins;611334;2025-03-18;587851;O conforto de evoluir com força total;8;829.16;839.77
97.852.103/0001-11;Martins;611334;2025-03-18;396283;A certeza de mudar naturalmente;3;493.17;84.93
97.852.103/0001-11;Martins;272120;2025-04-26;636936;A possibilidade de realizar seus sonhos direto da fonte;8;579.14;1113.27
97.852.103/0001-11;Martins;272120;2025-04-26;956628;A certeza de ganhar com confiança;9;577.85;995.32
97.852.103/0001-11;Martins;621952;2025-05-04;449966;A segurança de ganhar direto da fonte;7;398.58;342.38
97.852.103/0001-11;Martins;621952;2025-05-04;124801;O conforto de concretizar seus projetos de maneira eficaz;7;581.49;824.35
97.852.103/0001-11;Martins;621952;2025-05-04;876933;A liberdade de conseguir mais rapidamente;4;466.6;169.16
97.852.103/0001-11;Martins;621952;2025-05-04;968876;A simplicidade de mudar com confiança;10;838.41;1075.15
97.852.103/0001-11;Martins;621952;2025-05-04;272648;O conforto de avançar com confiança;5;265.56;300.98
97.852.103/0001-11;Martins;621823;2025-04-05;386627;A segurança de realizar seus sonhos mais facilmente;3;293.25;215.41
97.852.103/0001-11;Martins;621823;2025-04-05;872758;A liberdade de avançar naturalmente;3;630.78;347.24
97.852.103/0001-11;Martins;621823;2025-04-05;269052;A vantagem de mudar sem preocupação;2;429.48;51.66
97.852.103/0001-11;Martins;779485;2025-04-01;556786;O prazer de concretizar seus projetos direto da fonte;3;482.97;308.29
97.852.103/0001-11;Martins;779485;2025-04-01;891542;A simplicidade de avançar direto da fonte;7;860.25;638.81
97.852.103/0001-11;Martins;779485;2025-04-01;199447;O poder de ganhar antes de tudo;7;327.26;405.14
97.852.103/0001-11;Martins;365982;2025-05-12;139588;A segurança de conseguir direto da fonte;10;253.32;178.14
97.852.103/0001-11;Martins;365982;2025-05-12;213694;A vantagem de realizar seus sonhos direto da fonte;9;852.66;936.06
97.852.103/0001-11;Martins;365982;2025-05-12;868580;A certeza de conseguir sem preocupação;4;832.45;672.9
97.852.103/0001-11;Martins;365982;2025-05-12;261071;A liberdade de atingir seus objetivos com confiança;10;559.45;860.31
97.852.103/0001-11;Martins;365982;2025-05-12;308732;A arte de ganhar simplesmente;2;83.63;33.94
97.852.103/0001-11;Martins;615648;2025-04-26;346135;A possibilidade de ganhar mais facilmente;6;181.07;102.38
97.852.103/0001-11;Martins;615648;2025-04-26;738474;O poder de conseguir mais facilmente;1;448.76;74.51
97.852.103/0001-11;Martins;653254;2025-04-26;692564;O direito de concretizar seus projetos direto da fonte;4;281.71;150.64
97.852.103/0001-11;Martins;653254;2025-04-26;724860;O poder de atingir seus objetivos com força total;2;700.98;234.14
97.852.103/0001-11;Martins;653254;2025-04-26;613816;A vantagem de concretizar seus projetos em estado puro;8;784.11;682.73
97.852.103/0001-11;Martins;496257;2025-04-18;575278;A arte de inovar em estado puro;6;712.02;827.62
97.852.103/0001-11;Martins;496257;2025-04-18;652137;A possibilidade de ganhar em estado puro;10;873.57;1302.62
97.852.103/0001-11;Martins;496257;2025-04-18;555456;A liberdade de atingir seus objetivos simplesmente;1;133.77;21.16
97.852.103/0001-11;Martins;981206;2025-05-07;966761;A vantagem de conseguir com confiança;10;999.04;930.79
97.852.103/0001-11;Martins;981206;2025-05-07;272337;A liberdade de ganhar mais rapidamente;3;297.6;88.16
97.852.103/0001-11;Martins;981206;2025-05-07;216698;A certeza de avançar com toda a tranquilidade;1;468.7;53.57
97.852.103/0001-11;Martins;623176;2025-04-14;831410;A certeza de evoluir em estado puro;8;386.65;506.2
97.852.103/0001-11;Martins;623176;2025-04-14;525745;A arte de conseguir sem preocupação;2;651.27;313.96
97.852.103/0001-11;Martins;623176;2025-04-14;844464;O prazer de realizar seus sonhos antes de tudo;5;277.89;94.51
97.852.103/0001-11;Martins;623176;2025-04-14;351240;O poder de conseguir de maneira eficaz;1;753.63;142.69
97.852.103/0001-11;Martins;623176;2025-04-14;608655;A liberdade de avançar em estado puro;5;727.65;567.25
97.852.103/0001-11;Martins;821096;2025-04-09;955739;A liberdade de evoluir com força total;10;509.37;294.65
97.852.103/0001-11;Martins;821096;2025-04-09;371500;A certeza de concretizar seus projetos mais rapidamente;10;130.31;229.11
97.852.103/0001-11;Martins;589955;2025-04-17;383863;A segurança de concretizar seus projetos com força total;4;845.25;202.78
97.852.103/0001-11;Martins;589955;2025-04-17;149311;O direito de avançar com força total;7;54.91;52.36
97.852.103/0001-11;Martins;589955;2025-04-17;245693;A vantagem de mudar direto da fonte;2;228.55;57.95
97.852.103/0001-11;Martins;106513;2025-04-14;730502;A arte de avançar direto da fonte;3;719.36;154.18
97.852.103/0001-11;Martins;106513;2025-04-14;541461;A vantagem de atingir seus objetivos naturalmente;7;344.0;526.91
97.852.103/0001-11;Martins;234895;2025-04-05;574565;A liberdade de evoluir mais rapidamente;9;965.68;1935.67
97.852.103/0001-11;Martins;234895;2025-04-05;111688;A possibilidade de inovar com toda a tranquilidade;1;871.9;64.33
97.852.103/0001-11;Martins;234895;2025-04-05;447628;A simplicidade de ganhar mais rapidamente;8;330.53;641.76
97.852.103/0001-11;Martins;551103;2025-03-26;381643;O prazer de inovar mais facilmente;6;103.53;152.28
97.852.103/0001-11;Martins;551103;2025-03-26;436638;A vantagem de atingir seus objetivos mais rapidamente;6;89.21;82.43
97.852.103/0001-11;Martins;636075;2025-04-30;564432;A liberdade de mudar sem preocupação;4;690.73;182.4
97.852.103/0001-11;Martins;636075;2025-04-30;724413;O prazer de avançar simplesmente;3;437.58;305.55
97.852.103/0001-11;Martins;636075;2025-04-30;408998;A arte de atingir seus objetivos mais rapidamente;5;798.12;875.96
97.852.103/0001-11;Martins;497646;2025-05-06;836018;O poder de concretizar seus projetos sem preocupação;2;831.82;228.84
97.852.103/0001-11;Martins;497646;2025-05-06;219424;A simplicidade de atingir seus objetivos com confiança;2;784.53;321.52
97.852.103/0001-11;Martins;497646;2025-05-06;601532;O poder de concretizar seus projetos mais rapidamente;6;646.21;438.8
97.852.103/0001-11;Martins;111788;2025-04-21;203906;A certeza de mudar mais facilmente;5;50.02;26.66
97.852.103/0001-11;Martins;111788;2025-04-21;898141;A liberdade de realizar seus sonhos sem preocupação;7;802.97;647.2
97.852.103/0001-11;Martins;315953;2025-05-03;929960;A certeza de conseguir sem preocupação;2;395.7;60.9
97.852.103/0001-11;Martins;315953;2025-05-03;417165;O direito de avançar antes de tudo;10;553.42;951.97
97.852.103/0001-11;Martins;315953;2025-05-03;510085;O prazer de inovar de maneira eficaz;4;134.55;113.98
97.852.103/0001-11;Martins;315953;2025-05-03;617478;A segurança de avançar com toda a tranquilidade;10;119.01;244.55
97.852.103/0001-11;Martins;590370;2025-04-06;829175;A possibilidade de avançar mais facilmente;8;207.06;152.57
97.852.103/0001-11;Martins;590370;2025-04-06;679628;A simplicidade de concretizar seus projetos direto da fonte;2;546.13;241.83
97.852.103/0001-11;Martins;590370;2025-04-06;380443;O direito de ganhar mais rapidamente;2;982.41;220.93
97.852.103/0001-11;Martins;973181;2025-03-25;916532;O direito de evoluir mais rapidamente;3;820.38;297.57
97.852.103/0001-11;Martins;973181;2025-03-25;998905;A simplicidade de conseguir com confiança;10;321.67;311.41
97.852.103/0001-11;Martins;973181;2025-03-25;381962;O conforto de conseguir com toda a tranquilidade;1;507.07;121.33
97.852.103/0001-11;Martins;973181;2025-03-25;874364;A simplicidade de ganhar mais rapidamente;8;591.57;323.9
97.852.103/0001-11;Martins;973181;2025-03-25;250737;O direito de avançar mais rapidamente;4;291.14;131.5
97.852.103/0001-11;Martins;367938;2025-04-03;685952;O poder de concretizar seus projetos com força total;4;706.13;549.46
97.852.103/0001-11;Martins;367938;2025-04-03;572837;A simplicidade de avançar com toda a tranquilidade;2;992.14;340.82
97.852.103/0001-11;Martins;367938;2025-04-03;591310;A simplicidade de mudar com toda a tranquilidade;6;933.96;535.9
97.852.103/0001-11;Martins;367938;2025-04-03;129617;O conforto de conseguir naturalmente;9;538.69;1149.86
97.852.103/0001-11;Martins;601847;2025-04-19;933417;O conforto de atingir seus objetivos com toda a tranquilidade;2;624.62;279.1
97.852.103/0001-11;Martins;601847;2025-04-19;743285;O poder de ganhar com força total;10;938.42;582.78
97.852.103/0001-11;Martins;601847;2025-04-19;402390;O direito de evoluir sem preocupação;10;546.37;1061.63
97.852.103/0001-11;Martins;601847;2025-04-19;218921;O poder de ganhar antes de tudo;7;58.05;43.33
97.852.103/0001-11;Martins;483832;2025-03-19;372650;A arte de inovar com toda a tranquilidade;2;114.45;36.8
97.852.103/0001-11;Martins;483832;2025-03-19;804647;A possibilidade de evoluir simplesmente;7;167.79;231.95
97.852.103/0001-11;Martins;483832;2025-03-19;579510;O poder de conseguir mais facilmente;9;416.47;778.98
97.852.103/0001-11;Martins;483832;2025-03-19;300024;O conforto de concretizar seus projetos antes de tudo;3;359.61;98.33
97.852.103/0001-11;Martins;371108;2025-05-10;681472;O direito de ganhar com toda a tranquilidade;8;657.58;563.92
97.852.103/0001-11;Martins;371108;2025-05-10;246271;A certeza de mudar sem preocupação;3;543.19;159.23
97.852.103/0001-11;Martins;371108;2025-05-10;842737;O direito de avançar com toda a tranquilidade;3;802.25;393.14
97.852.103/0001-11;Martins;259166;2025-05-12;265884;A liberdade de mudar em estado puro;4;228.64;144.75
97.852.103/0001-11;Martins;259166;2025-05-12;528112;A segurança de evoluir simplesmente;3;114.41;59.96
97.852.103/0001-11;Martins;157354;2025-04-05;520039;O prazer de concretizar seus projetos de maneira eficaz;7;783.05;1050.41
97.852.103/0001-11;Martins;157354;2025-04-05;613178;A liberdade de ganhar mais facilmente;6;302.78;116.57
97.852.103/0001-11;Martins;157354;2025-04-05;459098;A possibilidade de conseguir com confiança;1;540.96;92.2
97.852.103/0001-11;Martins;157354;2025-04-05;145612;A arte de mudar antes de tudo;8;452.25;407.06
97.852.103/0001-11;Martins;510588;2025-03-14;535010;A certeza de inovar antes de tudo;3;424.16;260.92
97.852.103/0001-11;Martins;510588;2025-03-14;982516;O direito de conseguir com força total;8;893.16;908.4
97.852.103/0001-11;Martins;510588;2025-03-14;185007;A vantagem de evoluir mais facilmente;7;70.81;57.05
97.852.103/0001-11;Martins;510588;2025-03-14;931754;O prazer de avançar naturalmente;9;834.32;1072.27
78.519.642/0001-99;Alves;207529;2025-05-09;166476;A liberdade de mudar com força total;6;135.13;149.09
78.519.642/0001-99;Alves;207529;2025-05-09;257035;O direito de ganhar de maneira eficaz;1;633.17;142.18
78.519.642/0001-99;Alves;207529;2025-05-09;122687;O direito de avançar direto da fonte;8;684.01;496.03
78.519.642/0001-99;Alves;207529;2025-05-09;992584;O conforto de realizar seus sonhos com confiança;9;233.52;320.32
78.519.642/0001-99;Alves;207529;2025-05-09;284905;O poder de mudar naturalmente;8;643.15;539.16
78.519.642/0001-99;Alves;931028;2025-03-27;785743;A certeza de avançar de maneira eficaz;8;481.73;679.92
78.519.642/0001-99;Alves;931028;2025-03-27;134141;A possibilidade de avançar de maneira eficaz;7;142.25;72.45
78.519.642/0001-99;Alves;931028;2025-03-27;550712;A certeza de conseguir com confiança;4;77.92;51.01
78.519.642/0001-99;Alves;931028;2025-03-27;742775;A vantagem de avançar direto da fonte;7;870.85;581.19
78.519.642/0001-99;Alves;931028;2025-03-27;398846;A liberdade de atingir seus objetivos com confiança;5;594.95;258.44
78.519.642/0001-99;Alves;132352;2025-03-29;413652;A certeza de evoluir em estado puro;4;934.49;284.83
78.519.642/0001-99;Alves;132352;2025-03-29;988464;A segurança de ganhar com confiança;7;335.61;431.31
78.519.642/0001-99;Alves;132352;2025-03-29;455143;A segurança de evoluir antes de tudo;3;570.2;258.24
78.519.642/0001-99;Alves;132352;2025-03-29;381460;O poder de mudar com toda a tranquilidade;3;746.94;253.03
78.519.642/0001-99;Alves;132352;2025-03-29;515128;O prazer de atingir seus objetivos antes de tudo;8;940.01;1467.77
78.519.642/0001-99;Alves;226468;2025-04-03;168042;A simplicidade de realizar seus sonhos com força total;4;608.86;444.98
78.519.642/0001-99;Alves;226468;2025-04-03;675193;A possibilidade de conseguir com confiança;10;934.71;941.88
78.519.642/0001-99;Alves;226468;2025-04-03;245255;A segurança de atingir seus objetivos mais rapidamente;10;331.56;574.2
78.519.642/0001-99;Alves;226468;2025-04-03;346502;A segurança de mudar direto da fonte;2;188.13;30.92
78.519.642/0001-99;Alves;226468;2025-04-03;231727;A liberdade de realizar seus sonhos simplesmente;8;383.23;410.55
78.519.642/0001-99;Alves;159581;2025-03-23;861266;O direito de inovar mais facilmente;10;950.25;2280.92
78.519.642/0001-99;Alves;159581;2025-03-23;637070;A arte de inovar direto da fonte;6;498.09;214.37
78.519.642/0001-99;Alves;159581;2025-03-23;632143;A vantagem de inovar simplesmente;4;746.06;462.69
78.519.642/0001-99;Alves;148115;2025-03-16;799079;O prazer de mudar sem preocupação;6;690.39;424.43
78.519.642/0001-99;Alves;148115;2025-03-16;186265;A segurança de inovar em estado puro;6;902.71;1182.86
78.519.642/0001-99;Alves;148115;2025-03-16;945554;O poder de mudar mais facilmente;5;445.69;276.66
78.519.642/0001-99;Alves;614205;2025-05-07;199309;A liberdade de evoluir simplesmente;2;86.36;39.77
78.519.642/0001-99;Alves;614205;2025-05-07;314008;O conforto de conseguir em estado puro;3;895.34;160.86
78.519.642/0001-99;Alves;614205;2025-05-07;997370;A simplicidade de mudar mais facilmente;7;585.78;621.47
78.519.642/0001-99;Alves;715308;2025-05-09;478481;A simplicidade de mudar com força total;7;300.2;438.33
78.519.642/0001-99;Alves;715308;2025-05-09;636246;A possibilidade de inovar de maneira eficaz;1;991.7;64.59
78.519.642/0001-99;Alves;715308;2025-05-09;733731;A simplicidade de concretizar seus projetos com confiança;7;726.62;1270.41
78.519.642/0001-99;Alves;150071;2025-03-24;301220;A segurança de evoluir com toda a tranquilidade;5;884.8;339.34
78.519.642/0001-99;Alves;150071;2025-03-24;628226;A simplicidade de concretizar seus projetos naturalmente;5;336.56;121.81
78.519.642/0001-99;Alves;150071;2025-03-24;674318;A simplicidade de realizar seus sonhos direto da fonte;8;616.54;1186.65
78.519.642/0001-99;Alves;691997;2025-03-23;240876;O direito de ganhar com força total;4;599.31;326.63
78.519.642/0001-99;Alves;691997;2025-03-23;882108;O prazer de conseguir com toda a tranquilidade;2;617.45;185.31
78.519.642/0001-99;Alves;500396;2025-05-02;169782;O poder de evoluir simplesmente;9;278.12;487.08
78.519.642/0001-99;Alves;500396;2025-05-02;281487;A vantagem de evoluir mais rapidamente;4;619.02;398.34
78.519.642/0001-99;Alves;547048;2025-05-01;346302;O poder de inovar antes de tudo;8;957.44;1237.36
78.519.642/0001-99;Alves;547048;2025-05-01;356984;O prazer de ganhar sem preocupação;3;645.08;191.49
78.519.642/0001-99;Alves;176454;2025-03-23;682929;A certeza de ganhar mais facilmente;2;181.11;66.26
78.519.642/0001-99;Alves;176454;2025-03-23;583030;A vantagem de avançar com força total;3;973.27;448.91
78.519.642/0001-99;Alves;176454;2025-03-23;938057;O direito de mudar naturalmente;7;576.12;531.61
78.519.642/0001-99;Alves;176454;2025-03-23;966566;O prazer de concretizar seus projetos mais facilmente;7;247.63;236.73
78.519.642/0001-99;Alves;816161;2025-03-27;509536;O direito de avançar sem preocupação;1;866.02;58.07
78.519.642/0001-99;Alves;816161;2025-03-27;237720;O direito de conseguir simplesmente;3;782.29;231.91
78.519.642/0001-99;Alves;166864;2025-03-26;178415;A segurança de realizar seus sonhos com confiança;10;905.75;1210.23
78.519.642/0001-99;Alves;166864;2025-03-26;549977;O prazer de mudar em estado puro;9;674.93;1452.04
78.519.642/0001-99;Alves;166864;2025-03-26;399962;O conforto de concretizar seus projetos mais facilmente;1;442.13;97.78
78.519.642/0001-99;Alves;166864;2025-03-26;212698;A simplicidade de evoluir simplesmente;4;145.87;94.34
78.519.642/0001-99;Alves;166864;2025-03-26;550938;A liberdade de mudar naturalmente;1;940.58;89.98
78.519.642/0001-99;Alves;189667;2025-05-02;341932;A vantagem de evoluir de maneira eficaz;10;613.75;984.24
78.519.642/0001-99;Alves;189667;2025-05-02;457380;O prazer de mudar simplesmente;5;867.38;234.91
78.519.642/0001-99;Alves;189667;2025-05-02;888859;O prazer de avançar de maneira eficaz;1;87.35;6.62
78.519.642/0001-99;Alves;666009;2025-04-26;533915;A possibilidade de avançar naturalmente;3;326.16;186.53
78.519.642/0001-99;Alves;666009;2025-04-26;130357;A vantagem de concretizar seus projetos simplesmente;9;119.67;260.29
78.519.642/0001-99;Alves;666009;2025-04-26;340219;A segurança de conseguir de maneira eficaz;5;654.81;325.02
78.519.642/0001-99;Alves;338366;2025-03-21;700954;A arte de concretizar seus projetos mais facilmente;2;170.63;81.49
78.519.642/0001-99;Alves;338366;2025-03-21;635845;O conforto de atingir seus objetivos de maneira eficaz;3;790.34;470.81
78.519.642/0001-99;Alves;338366;2025-03-21;281151;A simplicidade de realizar seus sonhos mais facilmente;6;756.92;819.35
78.519.642/0001-99;Alves;198733;2025-04-26;298804;A arte de ganhar com confiança;3;654.64;464.22
78.519.642/0001-99;Alves;198733;2025-04-26;861188;O prazer de realizar seus sonhos em estado puro;8;862.28;742.3
78.519.642/0001-99;Alves;703390;2025-05-01;228322;O poder de inovar com toda a tranquilidade;1;199.07;16.05
78.519.642/0001-99;Alves;703390;2025-05-01;612093;O poder de ganhar de maneira eficaz;2;365.43;148.28
78.519.642/0001-99;Alves;703390;2025-05-01;335709;A certeza de inovar com toda a tranquilidade;6;647.4;312.49
78.519.642/0001-99;Alves;703390;2025-05-01;128026;A liberdade de realizar seus sonhos sem preocupação;7;752.05;1237.63
78.519.642/0001-99;Alves;550739;2025-03-14;295202;A segurança de conseguir direto da fonte;4;304.79;226.75
78.519.642/0001-99;Alves;550739;2025-03-14;474048;O poder de realizar seus sonhos antes de tudo;8;601.28;271.5
78.519.642/0001-99;Alves;550739;2025-03-14;824299;A vantagem de evoluir em estado puro;8;104.3;117.59
78.519.642/0001-99;Alves;550739;2025-03-14;427304;O conforto de ganhar antes de tudo;10;142.9;103.99
78.519.642/0001-99;Alves;550739;2025-03-14;449422;A certeza de mudar sem preocupação;9;753.85;927.83
78.519.642/0001-99;Alves;383553;2025-04-04;803695;O direito de conseguir direto da fonte;7;967.31;990.21
78.519.642/0001-99;Alves;383553;2025-04-04;479515;O direito de concretizar seus projetos simplesmente;7;443.98;255.82
78.519.642/0001-99;Alves;383553;2025-04-04;752013;O conforto de atingir seus objetivos mais rapidamente;10;475.5;280.13
78.519.642/0001-99;Alves;383553;2025-04-04;764393;A liberdade de inovar antes de tudo;2;520.53;152.27
78.519.642/0001-99;Alves;862151;2025-03-22;782644;A certeza de atingir seus objetivos mais rapidamente;3;830.95;159.52
78.519.642/0001-99;Alves;862151;2025-03-22;528741;A possibilidade de atingir seus objetivos mais facilmente;2;967.51;441.24
78.519.642/0001-99;Alves;862151;2025-03-22;594306;O direito de atingir seus objetivos em estado puro;8;146.13;77.77
78.519.642/0001-99;Alves;282038;2025-03-23;121629;A certeza de atingir seus objetivos naturalmente;10;419.29;964.67
78.519.642/0001-99;Alves;282038;2025-03-23;310053;O poder de ganhar sem preocupação;8;574.75;235.38
78.519.642/0001-99;Alves;282038;2025-03-23;776549;O poder de evoluir em estado puro;4;433.11;129.03
78.519.642/0001-99;Alves;282038;2025-03-23;571245;A liberdade de mudar de maneira eficaz;5;139.75;79.41
78.519.642/0001-99;Alves;282038;2025-03-23;455583;A segurança de ganhar simplesmente;6;414.56;158.05
78.519.642/0001-99;Alves;463392;2025-03-19;264196;O direito de ganhar naturalmente;3;376.72;89.39
78.519.642/0001-99;Alves;463392;2025-03-19;142599;A certeza de atingir seus objetivos com confiança;2;915.94;438.75
78.519.642/0001-99;Alves;463392;2025-03-19;386426;A segurança de mudar mais facilmente;2;444.56;142.96
78.519.642/0001-99;Alves;463392;2025-03-19;804562;O conforto de concretizar seus projetos em estado puro;5;245.92;233.43
78.519.642/0001-99;Alves;201525;2025-03-14;399105;O conforto de inovar em estado puro;9;467.55;811.79
78.519.642/0001-99;Alves;201525;2025-03-14;115697;A liberdade de inovar mais rapidamente;10;289.95;346.59
78.519.642/0001-99;Alves;672565;2025-03-15;544323;A possibilidade de realizar seus sonhos com força total;2;279.6;96.39
78.519.642/0001-99;Alves;672565;2025-03-15;298490;O direito de avançar em estado puro;5;580.04;393.1
78.519.642/0001-99;Alves;672565;2025-03-15;202997;O poder de inovar em estado puro;8;551.2;537.62
78.519.642/0001-99;Alves;672565;2025-03-15;780073;A segurança de ganhar com confiança;5;587.82;434.52
78.519.642/0001-99;Alves;411537;2025-04-02;598284;A segurança de realizar seus sonhos direto da fonte;3;861.67;201.79
78.519.642/0001-99;Alves;411537;2025-04-02;356876;A segurança de inovar mais rapidamente;7;401.61;142.42
78.519.642/0001-99;Alves;756144;2025-04-22;356027;O prazer de atingir seus objetivos antes de tudo;6;501.22;507.78
78.519.642/0001-99;Alves;756144;2025-04-22;344243;O conforto de concretizar seus projetos com toda a tranquilidade;10;90.58;150.63
78.519.642/0001-99;Alves;213822;2025-04-25;494118;A certeza de concretizar seus projetos com toda a tranquilidade;9;164.06;120.13
78.519.642/0001-99;Alves;213822;2025-04-25;990360;A vantagem de avançar de maneira eficaz;10;435.18;429.44
78.519.642/0001-99;Alves;213822;2025-04-25;715274;A liberdade de avançar de maneira eficaz;5;362.21;231.11
78.519.642/0001-99;Alves;213822;2025-04-25;220293;A arte de avançar com toda a tranquilidade;1;107.47;8.66
78.519.642/0001-99;Alves;213822;2025-04-25;570714;A simplicidade de mudar naturalmente;5;817.88;577.29
78.519.642/0001-99;Alves;604899;2025-03-23;715642;O direito de ganhar mais rapidamente;4;84.06;72.98
78.519.642/0001-99;Alves;604899;2025-03-23;274103;A simplicidade de concretizar seus projetos direto da fonte;3;342.76;126.02
78.519.642/0001-99;Alves;442737;2025-04-02;333086;A possibilidade de evoluir mais facilmente;7;397.03;529.01
78.519.642/0001-99;Alves;442737;2025-04-02;897759;O poder de conseguir em estado puro;4;961.37;796.65
78.519.642/0001-99;Alves;442737;2025-04-02;940751;O prazer de inovar de maneira eficaz;9;933.91;465.92
78.519.642/0001-99;Alves;442737;2025-04-02;580336;O conforto de inovar direto da fonte;2;796.6;336.86
78.519.642/0001-99;Alves;413917;2025-04-04;372235;A certeza de realizar seus sonhos com toda a tranquilidade;4;918.03;455.57
78.519.642/0001-99;Alves;413917;2025-04-04;718316;A segurança de evoluir em estado puro;3;631.45;94.88
78.519.642/0001-99;Alves;313541;2025-05-06;901159;A simplicidade de mudar com toda a tranquilidade;2;868.67;362.01
78.519.642/0001-99;Alves;313541;2025-05-06;362719;A segurança de concretizar seus projetos em estado puro;4;783.89;573.69
78.519.642/0001-99;Alves;313541;2025-05-06;546871;A liberdade de realizar seus sonhos mais rapidamente;7;280.28;371.21
78.519.642/0001-99;Alves;578336;2025-03-16;264548;A certeza de atingir seus objetivos com confiança;4;468.36;454.46
78.519.642/0001-99;Alves;578336;2025-03-16;448173;O prazer de avançar direto da fonte;4;157.2;148.9
78.519.642/0001-99;Alves;578336;2025-03-16;460979;O poder de avançar mais facilmente;7;691.18;530.41
78.519.642/0001-99;Alves;578336;2025-03-16;733581;O conforto de conseguir de maneira eficaz;1;460.47;96.17
78.519.642/0001-99;Alves;580768;2025-03-19;468365;O prazer de inovar com toda a tranquilidade;6;221.89;136.85
78.519.642/0001-99;Alves;580768;2025-03-19;517907;O direito de conseguir sem preocupação;1;790.83;62.74
78.519.642/0001-99;Alves;580768;2025-03-19;853504;A liberdade de atingir seus objetivos naturalmente;8;639.79;778.47
78.519.642/0001-99;Alves;580768;2025-03-19;826300;O poder de mudar com confiança;10;986.23;2431.0
78.519.642/0001-99;Alves;412557;2025-03-22;833399;A certeza de evoluir em estado puro;1;386.31;39.1
78.519.642/0001-99;Alves;412557;2025-03-22;212458;A arte de mudar antes de tudo;1;454.34;74.77
78.519.642/0001-99;Alves;412557;2025-03-22;282832;A certeza de evoluir naturalmente;10;584.18;678.76
78.519.642/0001-99;Alves;198203;2025-04-15;207661;A segurança de avançar de maneira eficaz;10;600.42;546.68
78.519.642/0001-99;Alves;198203;2025-04-15;364216;A simplicidade de conseguir em estado puro;8;776.4;907.42
78.519.642/0001-99;Alves;198203;2025-04-15;741225;O poder de conseguir naturalmente;4;272.12;139.65
78.519.642/0001-99;Alves;135230;2025-03-30;816617;A segurança de concretizar seus projetos mais rapidamente;9;955.89;1113.95
78.519.642/0001-99;Alves;135230;2025-03-30;864026;A segurança de avançar naturalmente;6;132.89;180.59
78.519.642/0001-99;Alves;135230;2025-03-30;784981;A simplicidade de mudar com toda a tranquilidade;6;207.03;69.69
78.519.642/0001-99;Alves;135230;2025-03-30;179602;A liberdade de inovar antes de tudo;6;122.66;128.75
78.519.642/0001-99;Alves;135230;2025-03-30;701160;A possibilidade de mudar em estado puro;4;637.35;365.18
78.519.642/0001-99;Alves;198041;2025-04-21;922269;O poder de atingir seus objetivos sem preocupação;3;300.88;114.49
78.519.642/0001-99;Alves;198041;2025-04-21;197609;A segurança de evoluir naturalmente;6;109.38;103.75
78.519.642/0001-99;Alves;454707;2025-03-30;665634;A certeza de concretizar seus projetos mais rapidamente;7;183.78;238.55
78.519.642/0001-99;Alves;454707;2025-03-30;837455;A certeza de conseguir de maneira eficaz;9;955.54;1908.87
78.519.642/0001-99;Alves;454707;2025-03-30;760702;O prazer de mudar direto da fonte;7;675.7;1106.02
78.519.642/0001-99;Alves;454707;2025-03-30;296604;A arte de ganhar simplesmente;8;152.06;221.22
78.519.642/0001-99;Alves;454707;2025-03-30;317514;O direito de inovar mais rapidamente;8;95.1;150.61
78.519.642/0001-99;Alves;194381;2025-04-30;877780;O poder de avançar sem preocupação;7;979.64;1617.38
78.519.642/0001-99;Alves;194381;2025-04-30;463854;A simplicidade de evoluir de maneira eficaz;9;656.24;382.0
78.519.642/0001-99;Alves;488202;2025-04-06;138759;O poder de atingir seus objetivos com força total;8;508.86;841.85
78.519.642/0001-99;Alves;488202;2025-04-06;535062;A liberdade de avançar simplesmente;7;619.78;887.01
78.519.642/0001-99;Alves;488202;2025-04-06;724871;A possibilidade de inovar sem preocupação;5;767.01;869.52
78.519.642/0001-99;Alves;488202;2025-04-06;859143;A arte de realizar seus sonhos sem preocupação;4;482.76;202.48
78.519.642/0001-99;Alves;488202;2025-04-06;663695;A certeza de concretizar seus projetos antes de tudo;8;246.16;393.56
78.519.642/0001-99;Alves;938297;2025-03-28;441599;A vantagem de conseguir sem preocupação;3;535.32;130.83
78.519.642/0001-99;Alves;938297;2025-03-28;744277;O direito de inovar com toda a tranquilidade;5;354.23;438.5
78.519.642/0001-99;Alves;938297;2025-03-28;867720;O direito de conseguir de maneira eficaz;7;100.09;84.79
78.519.642/0001-99;Alves;938297;2025-03-28;964452;A possibilidade de avançar simplesmente;10;429.44;693.25
78.519.642/0001-99;Alves;560490;2025-04-08;962017;A arte de atingir seus objetivos direto da fonte;4;364.15;205.33
78.519.642/0001-99;Alves;560490;2025-04-08;738368;O conforto de realizar seus sonhos de maneira eficaz;2;590.11;150.97
78.519.642/0001-99;Alves;560490;2025-04-08;628279;A certeza de realizar seus sonhos antes de tudo;9;268.56;522.86
78.519.642/0001-99;Alves;861752;2025-03-27;873056;A arte de atingir seus objetivos com toda a tranquilidade;5;885.29;922.2
78.519.642/0001-99;Alves;861752;2025-03-27;618379;A certeza de concretizar seus projetos mais rapidamente;5;782.04;592.67
78.519.642/0001-99;Alves;861752;2025-03-27;201669;A liberdade de inovar direto da fonte;6;689.84;582.78
78.519.642/0001-99;Alves;861752;2025-03-27;553681;O conforto de avançar antes de tudo;10;468.95;716.4
